snippet,Nummer,Rechtswert,Hochwert,Tiefe [m],layer
"Depth: 0,85 m
Magnetic Moment: 0,366 Am²",1125,46565.762,5956569.287,0.9,Stoerkoerper Magnetik Sued 2
"Depth: 0,85 m
Magnetic Moment: 0,642 Am²",1126,46546.999,5956590.782,0.9,Stoerkoerper Magnetik Sued 2
"Depth: 0,75 m
Magnetic Moment: 0,183 Am²",1127,46550.741,5956597.217,0.8,Stoerkoerper Magnetik Sued 2
"Depth: 3,00 m
Magnetic Moment: 36,123 Am²",1128,46554.366,5956597.219,3,Stoerkoerper Magnetik Sued 2
"Depth: 1,65 m
Magnetic Moment: 2,310 Am²",1129,46552.968,5956599.418,1.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,80 m
Magnetic Moment: 0,299 Am²",1130,46551.657,5956603.572,0.8,Stoerkoerper Magnetik Sued 2
"Depth: 0,50 m
Magnetic Moment: 0,103 Am²",1131,46564.141,5956608.255,0.5,Stoerkoerper Magnetik Sued 2
"Depth: 0,75 m
Magnetic Moment: 0,859 Am²",1132,46578.123,5956607.609,0.8,Stoerkoerper Magnetik Sued 2
"Depth: 1,15 m
Magnetic Moment: 2,107 Am²",1133,46577.35,5956615.235,1.2,Stoerkoerper Magnetik Sued 2
"Depth: 1,10 m
Magnetic Moment: 1,035 Am²",1134,46574.2,5956623.795,1.1,Stoerkoerper Magnetik Sued 2
"Depth: 0,45 m
Magnetic Moment: 0,118 Am²",1135,46573.406,5956633.285,0.5,Stoerkoerper Magnetik Sued 2
"Depth: 0,65 m
Magnetic Moment: 1,104 Am²",1136,46572.546,5956635.331,0.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,70 m
Magnetic Moment: 2,924 Am²",1137,46570.082,5956634.311,0.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,65 m
Magnetic Moment: 0,265 Am²",1138,46565.602,5956636.405,0.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,50 m
Magnetic Moment: 0,837 Am²",1139,46560.125,5956631.296,0.5,Stoerkoerper Magnetik Sued 2
"Depth: 0,80 m
Magnetic Moment: 0,554 Am²",1140,46561.16,5956628.981,0.8,Stoerkoerper Magnetik Sued 2
"Depth: 0,30 m
Magnetic Moment: 0,064 Am²",1141,46559.408,5956640.024,0.3,Stoerkoerper Magnetik Sued 2
"Depth: 0,55 m
Magnetic Moment: 0,086 Am²",1142,46563.716,5956644.49,0.6,Stoerkoerper Magnetik Sued 2
"Depth: 0,65 m
Magnetic Moment: 3,158 Am²",1143,46560.902,5956645.064,0.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,35 m
Magnetic Moment: 0,059 Am²",1144,46557.519,5956641.314,0.4,Stoerkoerper Magnetik Sued 2
"Depth: 0,65 m
Magnetic Moment: 0,255 Am²",1145,46558.604,5956638.994,0.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,65 m
Magnetic Moment: 0,224 Am²",1146,46557.003,5956635.977,0.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,35 m
Magnetic Moment: 0,037 Am²",1147,46547.952,5956633.479,0.4,Stoerkoerper Magnetik Sued 2
"Depth: 0,45 m
Magnetic Moment: 0,085 Am²",1148,46546.31,5956632.631,0.5,Stoerkoerper Magnetik Sued 2
"Depth: 1,75 m
Magnetic Moment: 7,766 Am²",1149,46544.844,5956634.132,1.8,Stoerkoerper Magnetik Sued 2
"Depth: 0,60 m
Magnetic Moment: 1,295 Am²",1150,46544.193,5956630.52,0.6,Stoerkoerper Magnetik Sued 2
"Depth: 0,25 m
Magnetic Moment: 0,034 Am²",1151,46565.328,5956628.88,0.3,Stoerkoerper Magnetik Sued 2
"Depth: 0,40 m
Magnetic Moment: 0,070 Am²",1152,46564.869,5956626.206,0.4,Stoerkoerper Magnetik Sued 2
"Depth: 0,40 m
Magnetic Moment: 0,035 Am²",1153,46564.47,5956624.684,0.4,Stoerkoerper Magnetik Sued 2
"Depth: 1,75 m
Magnetic Moment: 2,454 Am²",1154,46555.316,5956626.324,1.8,Stoerkoerper Magnetik Sued 2
"Depth: 0,15 m
Magnetic Moment: 0,007 Am²",1155,46585.162,5956608.036,0.2,Stoerkoerper Magnetik Sued 2
"Depth: 0,40 m
Magnetic Moment: 0,333 Am²",1156,46582.668,5956588.997,0.4,Stoerkoerper Magnetik Sued 2
"Depth: 0,70 m
Magnetic Moment: 0,261 Am²",1157,46584.171,5956585.278,0.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,95 m
Magnetic Moment: 0,503 Am²",1158,46578.594,5956578.618,1,Stoerkoerper Magnetik Sued 2
"Depth: 0,65 m
Magnetic Moment: 0,174 Am²",1159,46577.176,5956576.44,0.7,Stoerkoerper Magnetik Sued 2
"Depth: 0,55 m
Magnetic Moment: 0,520 Am²",1160,46574.18,5956568.876,0.6,Stoerkoerper Magnetik Sued 2
"Depth: 0,35 m
Magnetic Moment: 0,027 Am²",1161,46585.701,5956564.642,0.4,Stoerkoerper Magnetik Sued 2
"Depth: 0,30 m
Magnetic Moment: 0,023 Am²",1162,46572.115,5956549.594,0.3,Stoerkoerper Magnetik Sued 2
"Depth: 0,30 m
Magnetic Moment: 0,024 Am²",1163,46567.261,5956541.556,0.3,Stoerkoerper Magnetik Sued 2
"Depth: 0,50 m
Magnetic Moment: 0,086 Am²",1164,46573.171,5956534.994,0.5,Stoerkoerper Magnetik Sued 2
"Depth: 0,15 m
Magnetic Moment: 0,013 Am²",1165,46587.019,5956530.39,0.2,Stoerkoerper Magnetik Sued 2
"Depth: 0,45 m
Magnetic Moment: 0,068 Am²",1166,46572.923,5956519.917,0.5,Stoerkoerper Magnetik Sued 2
"Depth: 0,05 m
Magnetic Moment: 0,003 Am²",1167,46569.928,5956516.531,0.1,Stoerkoerper Magnetik Sued 2
"Depth: 0,40 m
Magnetic Moment: 0,060 Am²",1168,46588.665,5956511.952,0.4,Stoerkoerper Magnetik Sued 2
"Depth: 1,30 m
Magnetic Moment: 1,281 Am²",1169,46603.489,5956591.919,1.3,Stoerkoerper Magnetik Sued 2
"Depth: 0,30 m
Magnetic Moment: 0,030 Am²",1170,46571.092,5956558.805,0.3,Stoerkoerper Magnetik Sued 2
